Nama_Bahan,Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),BDD ( 100% ),Mentahan / Olahan,Kelompok Makanan,Jenis Makanan
"Kacang mekah, polong, segar",0.01565995525727069,0.01480484522207268,0.01,0.03617021276595744,0.02365591397849463,91,Tunggal,Sayur,Sayur
"Kacang panjang, kukus",0.03467561521252796,0.04037685060565276,0.006,0.08085106382978723,0.03655913978494624,100,Olahan,Sayur,Sayur
"Kacang panjang, rebus",0.02460850111856823,0.03095558546433378,0.004,0.06170212765957447,0.03010752688172043,100,Olahan,Sayur,Sayur
"Kacang panjang, segar",0.02572706935123042,0.03095558546433378,0.001,0.05638297872340425,0.05806451612903227,92,Tunggal,Sayur,Sayur
Kacang ranti polong,0.03243847874720358,0.04172274562584118,0.002,0.08404255319148936,0.05376344086021506,83,Tunggal,Sayur,Sayur
Kadada katembe,0.1140939597315436,0.06056527590847914,0.069,0.07553191489361702,0.08387096774193549,100,Olahan,Sayur,Sayur
"Kalakai, segar",0.03355704697986577,0.03230148048452221,0.002,0.0702127659574468,0.1247311827956989,70,Tunggal,Sayur,Sayur
Kangkung tondano,0.03914988814317673,0.02422611036339166,0.002,0.08936170212765958,0.0924731182795699,60,Tunggal,Sayur,Sayur
"Kangkung, kukus",0.02460850111856823,0.04306864064602961,0.006999999999999999,0.05,0.03870967741935484,100,Olahan,Sayur,Sayur
"Kangkung, rebus",0.01565995525727069,0.03364737550471063,0.006,0.03297872340425532,0.02580645161290323,100,Olahan,Sayur,Sayur
"Kangkung, segar",0.02237136465324385,0.04576043068640646,0.006999999999999999,0.04148936170212766,0.04301075268817205,60,Tunggal,Sayur,Sayur
"Kaparende, sayur",0.03355704697986577,0.03230148048452221,0.02,0.02765957446808511,0.03225806451612903,100,Olahan,Sayur,Lauk
"Kapri muda, segar",0.04138702460850112,0.04441453566621803,0.002,0.09574468085106383,0.03870967741935484,80,Tunggal,Sayur,Sayur
Karawila,0.01901565995525727,0.03095558546433378,0.002,0.03723404255319149,0.04516129032258065,80,Tunggal,Sayur,Sayur
"Karedok, sayur",0.09395973154362416,0.02960969044414536,0.033,0.15,0.03010752688172043,100,Olahan,Sayur,Sayur
"Kecipir muda, segar",0.02684563758389262,0.03903095558546434,0.002,0.06170212765957447,0.1182795698924731,96,Tunggal,Sayur,Sayur
"Kecombrang, segar",0.029082774049217,0.01211305518169583,0.01,0.07127659574468086,0.05591397849462366,100,Tunggal,Sayur,Sayur
"Kelawi,kluwih, segar",0.1230425055928412,0.02018842530282638,0.003,0.2893617021276595,0.1075268817204301,77,Tunggal,Sayur,Sayur
Kembang Kol,0.01901565995525727,0.03230148048452221,0.002,0.05212765957446809,0.03440860215053764,57,Tunggal,Sayur,Sayur
"Kembang turi, segar",0.04809843400447428,0.02422611036339166,0.006,0.1021276595744681,0.1075268817204301,83,Tunggal,Sayur,Sayur
Keripik bayam,0.6465324384787472,0.06594885598923285,0.406,0.5340425531914894,0.01075268817204301,100,Olahan,Sayur,Lain-lain
"Kerokot, segar",0.02013422818791946,0.02288021534320323,0.004,0.04042553191489361,0.02150537634408602,80,Tunggal,Sayur,Sayur
"Ketimun krai, segar",0.002237136465324384,0.006729475100942127,0.002,0.02127659574468085,0.01290322580645161,82,Tunggal,Sayur,Sayur
"Ketimun madura, segar",0.001118568232662192,0.006729475100942127,0.001,0.02021276595744681,0.01505376344086022,89,Tunggal,Sayur,Sayur
"Ketimun, segar",0.0,0.002691790040376851,0.002,0.01489361702127659,0.006451612903225806,55,Tunggal,Sayur,Sayur
"Kol merah, kol putih",0.02348993288590604,0.01884253028263795,0.002,0.05638297872340425,0.04086021505376344,75,Tunggal,Sayur,Sayur
"Komak, segar",0.1017897091722595,0.04441453566621803,0.001,0.225531914893617,0.221505376344086,80,Tunggal,Sayur,Sayur
"Koro kerupuk, polong",0.1342281879194631,0.1117092866756393,0.006999999999999999,0.2351063829787234,0.0,68,Tunggal,Sayur,Sayur
"Koro wedus, polong",0.04250559284116331,0.04037685060565276,0.003,0.08404255319148936,0.07096774193548387,70,Tunggal,Sayur,Sayur
Kotiu hinela tawang nggole,0.04250559284116331,0.02960969044414536,0.015,0.06382978723404255,0.08172043010752689,100,Olahan,Sayur,Sayur
"Kucai muda (Lokio), segar",0.03803131991051455,0.05114401076716016,0.006,0.08297872340425531,0.1053763440860215,100,Tunggal,Sayur,Lain-lain
"Kucai, segar",0.04138702460850112,0.02960969044414536,0.003,0.1095744680851064,0.1032258064516129,52,Tunggal,Sayur,Lain-lain
Kulit melinjo,0.1152125279642058,0.06056527590847914,0.011,0.2202127659574468,0.1075268817204301,100,Tunggal,Sayur,Sayur
"Kundur, segar",0.01565995525727069,0.005383580080753701,0.002,0.05,0.02795698924731183,57,Tunggal,Sayur,Sayur
"Labu air, segar",0.01230425055928411,0.008075370121130552,0.002,0.04042553191489361,0.01290322580645161,80,Tunggal,Sayur,Sayur
"Labu kuning, segar",0.04809843400447428,0.02288021534320323,0.005,0.1063829787234043,0.05806451612903227,74,Tunggal,Sayur,Sayur
"Labu siam, segar",0.02460850111856823,0.008075370121130552,0.001,0.07127659574468086,0.1333333333333334,83,Tunggal,Sayur,Sayur
"Labu waluh, segar",0.02684563758389262,0.01480484522207268,0.001,0.0702127659574468,0.01075268817204301,77,Tunggal,Sayur,Sayur
"Lantar, segar",0.029082774049217,0.02960969044414536,0.003,0.05851063829787234,0.06236559139784947,-,Tunggal,Sayur,Sayur
Lema/Rebung asam,0.007829977628635347,0.01345895020188425,0.004,0.02021276595744681,0.0,100,Olahan,Sayur,Sayur
Lilin bungkus gedi,0.07941834451901567,0.03095558546433378,0.052,0.06170212765957447,0.05376344086021506,100,Olahan,Sayur,Sayur
"Lobak, segar",0.0145413870246085,0.01211305518169583,0.001,0.04468085106382979,0.03010752688172043,87,Tunggal,Sayur,Sayur
"Lumai/Leunca, segar",0.03355704697986577,0.01480484522207268,0.003,0.08085106382978723,0.04301075268817205,95,Tunggal,Sayur,Sayur
"Melinjo, segar",0.06487695749440717,0.06729475100942127,0.006999999999999999,0.1414893617021277,0.0,60,Tunggal,Sayur,Sayur
Mostarda metan - sawi hijau,0.02796420581655481,0.03095558546433378,0.005,0.05,0.03870967741935484,85,Tunggal,Sayur,Sayur
"Nangka muda, segar",0.05480984340044744,0.02691790040376851,0.004,0.1202127659574468,0.178494623655914,80,Tunggal,Sayur,Sayur
Olah-olah,0.001118568232662192,0.02826379542395693,0.06,0.07553191489361702,0.0946236559139785,100,Olahan,Sayur,Sayur
Paku hinela wulelenggapaya,0.07718120805369127,0.04710632570659488,0.046,0.0574468085106383,0.07741935483870968,100,Olahan,Sayur,Sayur
"Paria putih, kukus",0.008948545861297539,0.0107671601615074,0.002,0.03617021276595744,0.02580645161290323,100,Olahan,Sayur,Sayur
"Paria putih, segar",0.01230425055928411,0.01345895020188425,0.004,0.03829787234042553,0.02795698924731183,80,Tunggal,Sayur,Sayur
Pelecing kangkung,0.0749440715883669,0.03364737550471063,0.028,0.1063829787234043,0.1161290322580645,100,Olahan,Sayur,Sayur
"Pepare ular, segar",0.01230425055928411,0.008075370121130552,0.001,0.04148936170212766,0.02150537634408602,97,Tunggal,Sayur,Sayur
"Pepaya muda, segar",0.02348993288590604,0.02826379542395693,0.001,0.05212765957446809,0.04516129032258065,65,Tunggal,Sayur,Sayur
"Petai, segar",0.09395973154362416,0.07267833109017498,0.011,0.1617021276595745,0.04301075268817205,36,Tunggal,Sayur,Sayur
"Peterseli, segar",0.05033557046979865,0.04979811574697174,0.01,0.09574468085106383,0.0,95,Tunggal,Sayur,Sayur
"Pucuk lumai/daun leunca, segar",0.02796420581655481,0.06056527590847914,0.004,0.02978723404255319,0.0,70,Tunggal,Sayur,Sayur
Purundawa,0.01901565995525727,0.02018842530282638,0.005,0.03829787234042553,0.03655913978494624,100,Olahan,Sayur,Sayur
"Putri malu, segar",0.07606263982102908,0.04845222072678331,0.003,0.1553191489361702,0.1526881720430107,-,Tunggal,Sayur,Sayur
"Rebung, segar",0.01901565995525727,0.0107671601615074,0.001,0.05638297872340425,0.2086021505376344,28,Tunggal,Sayur,Sayur
"Rimbang, segar",0.0749440715883669,0.02153432032301481,0.006,0.1680851063829787,0.2150537634408602,95,Tunggal,Sayur,Sayur
Rujak cingur,0.1621923937360179,0.1520861372812921,0.084,0.0851063829787234,0.03010752688172043,100,Olahan,Sayur,Sayur
Rumput laut,0.03691275167785235,0.01884253028263795,0.003,0.08617021276595745,0.04731182795698925,100,Tunggal,Sayur,Sayur
"Sawi putih / pecai, segar",0.001118568232662192,0.01345895020188425,0.001,0.01808510638297872,0.01720430107526882,79,Tunggal,Sayur,Sayur
"Sawi taiwan, segar",0.02460850111856823,0.02557200538358008,0.005,0.04680851063829788,0.05806451612903227,85,Tunggal,Sayur,Sayur
"Sawi tanah, segar",0.01230425055928411,0.01749663526244953,0.002,0.03085106382978723,0.04731182795698925,85,Tunggal,Sayur,Sayur
"Sawi, segar",0.02237136465324385,0.03095558546433378,0.003,0.0425531914893617,0.05376344086021506,87,Tunggal,Sayur,Sayur
Sayur asem,0.02348993288590604,0.009421265141318977,0.006,0.05319148936170213,0.01290322580645161,100,Olahan,Sayur,Sayur
Sayur bunga pepaya,0.04586129753914989,0.02288021534320323,0.003,0.1042553191489362,0.05806451612903227,100,Olahan,Sayur,Sayur
Sayur garu,0.1901565995525727,0.03499327052489906,0.139,0.1127659574468085,0.1806451612903226,100,Olahan,Sayur,Sayur
Sayur kohu-kohu,0.1398210290827741,0.09825033647375504,0.066,0.1191489361702128,0.02580645161290323,100,Olahan,Sayur,Sayur
Sayur lilin-terubuk,0.03131991051454139,0.03633916554508749,0.006999999999999999,0.05106382978723404,0.03010752688172043,100,Olahan,Sayur,Sayur
Sayur ndusuk,0.04586129753914989,0.04172274562584118,0.025,0.03829787234042553,0.0,100,Olahan,Sayur,Sayur
Sayur sop,0.02125279642058165,0.01749663526244953,0.02,0.01063829787234043,0.006451612903225806,100,Olahan,Sayur,Sayur
Sayur umbut kelapa,0.06599552572706935,0.06998654104979812,0.029,0.05425531914893617,0.03010752688172043,100,Olahan,Sayur,Sayur
Sayur umbut rotan,0.05480984340044744,0.07267833109017498,0.026,0.03297872340425532,0.03440860215053764,100,Olahan,Sayur,Sayur
"Selada air, segar",0.01006711409395973,0.04172274562584118,0.002,0.02340425531914894,0.01505376344086022,70,Tunggal,Sayur,Sayur
"Selada, rebus",0.01230425055928411,0.03633916554508749,0.002,0.03085106382978723,0.01505376344086022,100,Olahan,Sayur,Sayur
"Selada, segar",0.01118568232662192,0.0161507402422611,0.002,0.03085106382978723,0.03870967741935484,69,Tunggal,Sayur,Sayur
"Seledri, segar",0.01677852348993289,0.01345895020188425,0.001,0.04893617021276595,0.04301075268817205,63,Tunggal,Sayur,Lain-lain
Semur jengkol,0.2281879194630873,0.08075370121130551,0.1,0.3095744680851064,0.0,100,Olahan,Sayur,Sayur
Shabu-shabu,0.0894854586129754,0.04306864064602961,0.08,0.00851063829787234,0.01935483870967742,100,Olahan,Sayur,Lain-lain
"Taoge kacang kedelai, segar",0.07606263982102908,0.1211305518169583,0.026,0.06808510638297872,0.01505376344086022,100,Tunggal,Sayur,Sayur
"Taoge kacang tunggak, segar",0.03579418344519016,0.06729475100942127,0.002,0.06170212765957447,0.05591397849462366,90,Tunggal,Sayur,Sayur
"Taoge, goreng",0.0894854586129754,0.04306864064602961,0.021,0.148936170212766,0.01505376344086022,100,Olahan,Sayur,Sayur
"Taoge, seduh",0.02237136465324385,0.04037685060565276,0.008,0.0425531914893617,0.02150537634408602,87,Olahan,Sayur,Sayur
"Taoge, segar",0.029082774049217,0.04979811574697174,0.012,0.04574468085106383,0.02365591397849463,100,Tunggal,Sayur,Sayur
"Tebu terubuk (lilin), segar",0.02460850111856823,0.06191117092866756,0.004,0.03191489361702127,0.01720430107526882,20,Tunggal,Sayur,Sayur
"Tekokak, kering",0.3288590604026845,0.1117092866756393,0.017,0.7723404255319148,0.4559139784946237,100,Tunggal,Sayur,Sayur
"Tekokak, segar",0.029082774049217,0.02691790040376851,0.001,0.08404255319148936,0.1053763440860215,95,Tunggal,Sayur,Sayur
"Terong asam, segar",0.03243847874720358,0.02691790040376851,0.004,0.06702127659574468,0.06881720430107528,-,Tunggal,Sayur,Sayur
"Terong hintalo, segar",0.04138702460850112,0.02557200538358008,0.008,0.0797872340425532,0.1096774193548387,-,Tunggal,Sayur,Sayur
"Terong, segar",0.02237136465324385,0.01480484522207268,0.002,0.05851063829787234,0.04516129032258065,100,Tunggal,Sayur,Sayur
"Terung belanda, segar",0.04921700223713646,0.02826379542395693,0.011,0.09148936170212765,0.03010752688172043,100,Tunggal,Sayur,Sayur
"Terung bengkulu, segar",0.04921700223713646,0.01480484522207268,0.004,0.1191489361702128,0.06881720430107528,100,Tunggal,Sayur,Sayur
Terung panjang,0.01901565995525727,0.02826379542395693,0.001,0.05638297872340425,0.01075268817204301,100,Tunggal,Sayur,Sayur
"Terung panjang, kukus",0.01677852348993289,0.02422611036339166,0.001,0.05212765957446809,0.00860215053763441,100,Olahan,Sayur,Sayur
Tinira ninahu nggaluku,0.02796420581655481,0.0161507402422611,0.013,0.04361702127659574,0.06666666666666668,100,Olahan,Sayur,Sayur
"Tomat merah, segar",0.01789709172259508,0.01749663526244953,0.005,0.05,0.0,100,Tunggal,Sayur,Sayur
"Tomat muda, segar",0.01789709172259508,0.02691790040376851,0.006999999999999999,0.0351063829787234,0.03870967741935484,95,Tunggal,Sayur,Sayur
"Tomat, air (sari), segar",0.01342281879194631,0.01345895020188425,0.002,0.03723404255319149,0.00860215053763441,100,Tunggal,Sayur,Sayur
Tumis bayam bersantan,0.04474272930648769,0.01884253028263795,0.042,0.02765957446808511,0.01075268817204301,100,Olahan,Sayur,Sayur
"Uceng/ bunga melinjo, segar",0.08277404921700224,0.07806191117092867,0.013,0.124468085106383,0.1032258064516129,89,Tunggal,Sayur,Sayur
"Umbut kelapa, segar",0.03467561521252796,0.02691790040376851,0.002,0.07659574468085106,0.05376344086021506,-,Tunggal,Sayur,Sayur
Umbut rotan,0.029082774049217,0.03230148048452221,0.003,0.05851063829787234,0.04731182795698925,-,Tunggal,Sayur,Sayur
Waluh balamak,0.04138702460850112,0.0107671601615074,0.009000000000000001,0.08617021276595745,0.1698924731182796,100,Olahan,Sayur,Sayur
Woku ubi,0.151006711409396,0.04172274562584118,0.078,0.1595744680851064,0.1505376344086022,100,Olahan,Sayur,Sayur
"Wortel, kukus",0.03243847874720358,0.01345895020188425,0.006,0.08829787234042553,0.02365591397849463,100,Olahan,Sayur,Sayur
"Wortel, rebus",0.02237136465324385,0.009421265141318977,0.005,0.06702127659574468,0.01720430107526882,100,Olahan,Sayur,Sayur
"Wortel, segar",0.03131991051454139,0.01345895020188425,0.006,0.08404255319148936,0.02150537634408602,80,Tunggal,Sayur,Sayur
Amparan tatak,0.2046979865771812,0.01749663526244953,0.055,0.3617021276595744,0.0,100,Olahan,Serealia,Lain-lain
"Apang kukus, kue",0.2170022371364653,0.04037685060565276,0.003,0.4968085106382979,0.0,100,Olahan,Serealia,Lain-lain
"Apem, kue",0.1565995525727069,0.02691790040376851,0.005,0.3606382978723404,0.0,100,Olahan,Serealia,Lain-lain
"Bakpia, kue",0.2953020134228188,0.117092866756393,0.067,0.4691489361702127,0.01935483870967742,100,Olahan,Serealia,Lain-lain
Bakwan,0.3042505592841163,0.1103633916554509,0.102,0.4148936170212766,0.07311827956989247,100,Olahan,Serealia,Lain-lain
Bantal,0.203579418344519,0.04441453566621803,0.003,0.4627659574468085,0.07311827956989247,100,Olahan,Serealia,Lain-lain
Baruasa,0.4574944071588367,0.08748317631224764,0.08199999999999999,0.8436170212765957,0.0,100,Olahan,Serealia,Lain-lain
Batar daan,0.1107382550335571,0.02960969044414536,0.022,0.2085106382978724,0.0,100,Olahan,Serealia,Lain-lain
"Beras giling var pelita, mentah",0.4038031319910514,0.1278600269179004,0.014,0.8202127659574467,0.00860215053763441,100,Tunggal,Serealia,Makanan pokok
"Beras giling var rojolele, mentah",0.3903803131991051,0.1130551816958277,0.017,0.8202127659574467,0.004301075268817205,100,Tunggal,Serealia,Makanan pokok
"Beras giling, mentah",0.3903803131991051,0.1130551816958277,0.017,0.8202127659574467,0.004301075268817205,100,Tunggal,Serealia,Makanan pokok
"Beras hitam, mentah",0.383668903803132,0.107671601615074,0.013,0.8180851063829787,0.4322580645161291,100,Tunggal,Serealia,Makanan pokok
"Beras jagung kuning, kering, mentah",0.3914988814317673,0.0740242261103634,0.001,0.8797872340425532,0.2150537634408602,100,Tunggal,Serealia,Makanan pokok
"Beras jagung putih, kering, mentah",0.3344519015659955,0.06460296096904442,0.001,0.7638297872340425,0.2150537634408602,100,Tunggal,Serealia,Makanan pokok
"Beras ketan hitam tumbuk, mentah",0.3937360178970917,0.107671601615074,0.023,0.7925531914893617,0.02150537634408602,100,Tunggal,Serealia,Makanan pokok
"Beras ketan putih tumbuk, mentah",0.3948545861297539,0.09959623149394348,0.008,0.8340425531914895,0.00860215053763441,100,Tunggal,Serealia,Makanan pokok
"Beras ladang, mentah",0.4116331096196867,0.1009421265141319,0.038,0.8297872340425532,0.1268817204301075,100,Tunggal,Serealia,Makanan pokok
"Beras menir, mentah",0.3959731543624161,0.1036339165545088,0.044,0.776595744680851,0.004301075268817205,100,Tunggal,Serealia,Makanan pokok
Beras parboiled,0.3859060402684563,0.09152086137281291,0.006,0.851063829787234,0.01075268817204301,100,Tunggal,Serealia,Makanan pokok
"Beras tumbuk merah, mentah",0.3847874720357942,0.09825033647375504,0.009000000000000001,0.8106382978723404,0.01720430107526882,100,Tunggal,Serealia,Makanan pokok
"Beras tumbuk, mentah",0.3870246085011185,0.1049798115746972,0.004,0.8500000000000001,0.08172043010752689,100,Tunggal,Serealia,Makanan pokok
Bihun goreng instan,0.4172259507829977,0.08209959623149395,0.039,0.8542553191489362,0.0,100,Olahan,Serealia,Makanan pokok
"Bihun Jagung, mentah",0.3870246085011185,0.006729475100942127,0.003,0.9297872340425533,0.06451612903225806,100,Olahan,Serealia,Makanan pokok
"Bihun, mentah",0.3803131991051454,0.063257065948856,0.001,0.8734042553191489,0.02580645161290323,100,Olahan,Serealia,Makanan pokok
Bika ambon,0.2136465324384788,0.02826379542395693,0.015,0.4723404255319149,0.006451612903225806,100,Olahan,Serealia,Lain-lain
Bingka,0.296420581655481,0.07133243606998654,0.106,0.4159574468085107,0.0,100,Olahan,Serealia,Lain-lain
Biskuit,0.5033557046979865,0.09286675639300135,0.144,0.7989361702127659,0.04516129032258065,100,Olahan,Serealia,Lain-lain
Bobengka,0.2427293064876957,0.07133243606998654,0.026,0.4808510638297873,0.0,100,Olahan,Serealia,Lain-lain
Bolu peca,0.2114093959731544,0.04441453566621803,0.046,0.3787234042553191,0.0,100,Olahan,Serealia,Lain-lain
Brem,0.2695749440715883,0.04576043068640646,0.004,0.6170212765957447,0.0,100,Olahan,Serealia,Lain-lain
Bubur tinotuan (Manado),0.1655480984340045,0.03095558546433378,0.002,0.1659574468085106,0.1763440860215054,100,Olahan,Serealia,Lain-lain
Cake tape,0.3523489932885906,0.06594885598923285,0.115,0.5329787234042553,0.03010752688172043,100,Olahan,Serealia,Lain-lain
Cangkuning,0.2192393736017897,0.03768506056527591,0.075,0.3340425531914893,0.0,100,Olahan,Serealia,Lain-lain
"Cantel, mentah",0.4004474272930648,0.1480484522207268,0.033,0.776595744680851,0.02580645161290323,100,Tunggal,Serealia,Lain-lain
Dodol bali,0.3243847874720358,0.04979811574697174,0.021,0.7010638297872341,0.00860215053763441,100,Olahan,Serealia,Lain-lain
Dodol galamai,0.3803131991051454,0.005383580080753701,0.038,0.8095744680851064,0.01075268817204301,100,Olahan,Serealia,Lain-lain
Dodol kedondong,0.3612975391498881,0.02557200538358008,0.076,0.6787234042553191,0.02150537634408602,100,Olahan,Serealia,Lain-lain
Dodol manado,0.4082774049217002,0.05787348586810229,0.165,0.5521276595744681,0.00860215053763441,100,Olahan,Serealia,Lain-lain
Emping beras,0.4418344519015659,0.1426648721399731,0.022,0.9074468085106382,0.004301075268817205,100,Olahan,Serealia,Lain-lain
Gemblong,0.2975391498881432,0.02288021534320323,0.05400000000000001,0.5904255319148936,0.04731182795698925,100,Olahan,Serealia,Lain-lain
Gendar goreng,0.4463087248322147,0.08613728129205922,0.282,0.3404255319148936,0.002150537634408603,100,Olahan,Serealia,Lain-lain
Intip goreng,0.5212527964205816,0.1022880215343203,0.216,0.6627659574468084,0.02580645161290323,100,Olahan,Serealia,Lain-lain
Jagung gerontol,0.1655480984340045,0.03633916554508749,0.013,0.3542553191489362,0.02150537634408602,100,Olahan,Serealia,Makanan pokok
"Jagung kuning pipil, kering, mentah",0.4004474272930648,0.1318977119784657,0.073,0.7351063829787233,0.04731182795698925,100,Tunggal,Serealia,Makanan pokok
"Jagung kuning pipil, rebus",0.1633109619686801,0.05114401076716016,0.035,0.3021276595744681,0.01505376344086022,100,Olahan,Serealia,Makanan pokok
"Jagung kuning, tepung",0.3881431767337807,0.1238223418573351,0.039,0.7840425531914894,0.1548387096774194,100,Olahan,Serealia,Makanan pokok
"Jagung muda, kuning, mentah",0.1554809843400447,0.06864064602960969,0.006999999999999999,0.3351063829787234,0.02795698924731183,100,Tunggal,Serealia,Makanan pokok
"Jagung muda, rebus",0.1498881431767338,0.06729475100942127,0.006999999999999999,0.3223404255319149,0.01720430107526882,100,Olahan,Serealia,Makanan pokok
"Jagung pipil var. harapan, kering",0.401565995525727,0.08344549125168237,0.051,0.8106382978723404,0.05591397849462366,100,Tunggal,Serealia,Makanan pokok
"Jagung pipil var. metro, kering",0.4026845637583892,0.0740242261103634,0.046,0.8297872340425532,0.06236559139784947,100,Tunggal,Serealia,Makanan pokok
Jagung titi,0.4093959731543624,0.126514131897712,0.022,0.8414893617021276,0.01720430107526882,100,Olahan,Serealia,Makanan pokok
"Jali, mentah",0.3534675615212527,0.1480484522207268,0.04,0.648936170212766,0.06666666666666668,90,Tunggal,Serealia,Makanan pokok
"Jampang huma, mentah",0.3825503355704697,0.08344549125168237,0.014,0.8319148936170213,0.03655913978494624,100,Tunggal,Serealia,Makanan pokok
Japilus,0.5503355704697986,0.0161507402422611,0.251,0.7159574468085106,0.00860215053763441,100,Olahan,Serealia,Lain-lain
"Jawawut, mentah",0.3982102908277405,0.1305518169582773,0.035,0.7808510638297873,0.1763440860215054,100,Tunggal,Serealia,Makanan pokok
Kakicak,0.3221476510067114,0.04576043068640646,0.151,0.3904255319148937,0.0,100,Olahan,Serealia,Lain-lain
Kambose,0.174496644295302,0.04037685060565276,0.024,0.3468085106382979,0.0924731182795699,100,Olahan,Serealia,Makanan pokok
Kapusa,0.1677852348993289,0.05921938088829072,0.032,0.2957446808510638,0.1139784946236559,100,Olahan,Serealia,Makanan pokok
Keddo bodong,0.3154362416107382,0.06191117092866756,0.057,0.5872340425531916,0.0,100,Olahan,Serealia,Lain-lain
"Kelepon, kue",0.2315436241610738,0.04979811574697174,0.03700000000000001,0.4446808510638298,0.02150537634408602,100,Olahan,Serealia,Lain-lain
Kereput,0.639821029082774,0.06460296096904442,0.396,0.5436170212765957,0.0,100,Olahan,Serealia,Lain-lain
"Ketan hitam, matang",0.1935123042505593,0.05383580080753701,0.012,0.3968085106382978,0.006451612903225806,100,Olahan,Serealia,Makanan pokok
"Ketan putih, matang",0.1733780760626398,0.04037685060565276,0.004,0.3797872340425532,0.004301075268817205,100,Olahan,Serealia,Makanan pokok
Ketoprak,0.1621923937360179,0.1063257065948856,0.077,0.1382978723404255,0.06236559139784947,100,Olahan,Serealia,Lain-lain
Ketupat kandangan,0.1129753914988814,0.02960969044414536,0.052,0.1425531914893617,0.0,100,Olahan,Serealia,Makanan pokok
Ketupat ketan,0.2281879194630873,0.05383580080753701,0.046,0.4106382978723404,0.004301075268817205,100,Olahan,Serealia,Makanan pokok
Koya,0.4004474272930648,0.05652759084791387,0.043,0.8244680851063829,0.01720430107526882,100,Olahan,Serealia,Lain-lain
Koya mirasa,0.4049217002237136,0.107671601615074,0.01,0.874468085106383,0.00860215053763441,100,Olahan,Serealia,Lain-lain
Koyabu,0.2606263982102908,0.04576043068640646,0.043,0.5021276595744681,0.0,100,Olahan,Serealia,Lain-lain
Kue ali,0.4832214765100671,0.05114401076716016,0.185,0.6861702127659575,0.006451612903225806,100,Olahan,Serealia,Lain-lain
Kue bangen,0.4854586129753914,0.04441453566621803,0.147,0.7893617021276595,0.0,100,Olahan,Serealia,Lain-lain
Kue gelang,0.4921700223713646,0.07806191117092867,0.161,0.7446808510638298,0.0,100,Olahan,Serealia,Lain-lain
Kue jahe,0.4664429530201342,0.02153432032301481,0.08800000000000001,0.8999999999999999,0.02580645161290323,100,Olahan,Serealia,Lain-lain
Kue kelapa,0.6521252796420581,0.07537012113055182,0.421,0.5053191489361702,0.0,100,Olahan,Serealia,Lain-lain
Kue koa,0.3713646532438478,0.06460296096904442,0.004,0.8436170212765957,0.0,100,Olahan,Serealia,Lain-lain
Kue ku temu,0.2304250559284116,0.04710632570659488,0.002,0.5276595744680851,0.0,100,Olahan,Serealia,Lain-lain
Kue lumpur,0.3165548098434004,0.04845222072678331,0.111,0.4691489361702127,0.0,100,Olahan,Serealia,Lain-lain
Kue pelita,0.1487695749440716,0.07133243606998654,0.055,0.1872340425531915,0.0,100,Olahan,Serealia,Lain-lain
Kue putu cangkir,0.3310961968680089,0.07133243606998654,0.07,0.5840425531914893,0.01935483870967742,100,Olahan,Serealia,Lain-lain
Kue sus,0.238255033557047,0.1009421265141319,0.102,0.2638297872340425,0.0,100,Olahan,Serealia,Lain-lain
Kue thipan,0.267337807606264,0.03903095558546434,0.042,0.526595744680851,0.0,100,Olahan,Serealia,Lain-lain
Laksa/Putu mayang,0.1263982102908277,0.02288021534320323,0.034,0.224468085106383,0.0,100,Olahan,Serealia,Lain-lain
Lapis legit,0.4261744966442952,0.08882907133243606,0.157,0.5904255319148936,0.01075268817204301,100,Olahan,Serealia,Lain-lain
Lupis ketan,0.174496644295302,0.02422611036339166,0.021,0.3670212765957447,0.01505376344086022,100,Olahan,Serealia,Lain-lain
"Maizena, tepung",0.37248322147651,0.004037685060565276,0.0,0.9042553191489362,0.1505376344086022,100,Olahan,Serealia,Makanan pokok
"Makaroni, mentah",0.3859060402684563,0.117092866756393,0.004,0.8372340425531914,0.1053763440860215,100,Olahan,Serealia,Makanan pokok
Manan samin,0.4149888143176734,0.04576043068640646,0.181,0.5382978723404256,0.0,100,Olahan,Serealia,Lain-lain
Martabak india,0.1621923937360179,0.06056527590847914,0.042,0.2585106382978724,0.0,100,Olahan,Serealia,Lain-lain
Martabak mesir,0.3020134228187919,0.06864064602960969,0.086,0.4787234042553191,0.0,100,Olahan,Serealia,Lain-lain
Masekat,0.4038031319910514,0.02826379542395693,0.07,0.7882978723404255,0.08602150537634409,100,Olahan,Serealia,Lain-lain
Mi basah,0.0894854586129754,0.008075370121130552,0.033,0.148936170212766,0.002150537634408603,100,Olahan,Serealia,Makanan pokok
Mi kering,0.3702460850111857,0.1345895020188425,0.017,0.06702127659574468,0.00860215053763441,100,Olahan,Serealia,Makanan pokok
Mie aceh rebus,0.1174496644295302,0.04037685060565276,0.032,0.1925531914893617,0.0,100,Olahan,Serealia,Makanan pokok
Mie ayam,0.1051454138702461,0.08344549125168237,0.039,0.1117021276595745,0.0,100,Olahan,Serealia,Makanan pokok
Mie bakso,0.1185682326621924,0.07133243606998654,0.03,0.174468085106383,0.002150537634408603,100,Olahan,Serealia,Makanan pokok
Mie celon,0.1051454138702461,0.04037685060565276,0.021,0.1893617021276596,0.0,100,Olahan,Serealia,Makanan pokok
